payment_id,order_id,payment_datetime,amount,status,method
P119967-2,119967,2024-12-01 18:26:00,22.08,authorized,Card
P119968-1,119968,2024-11-30 09:45:00,131.91,captured,PayPal
P119969-1,119969,2024-12-03 04:47:00,64.7,authorized,Cash
P119970-1,119970,2024-11-30 16:22:00,29.64,authorized,Card
P119971-1,119971,2024-12-02 00:42:00,97.08,refunded,Card
P119972-1,119972,2024-12-01 07:12:00,43.27,failed,Wire
P119973-1,119973,2024-12-01 13:51:00,13.33,refunded,PayPal
P119974-1,119974,2024-12-01 20:13:00,50.59,captured,Cash
P119975-1,119975,2024-12-02 08:08:00,9.23,refunded,Wire
P119976-1,119976,2024-12-02 11:17:00,50.84,refunded,PayPal
P119977-1,119977,2024-12-02 16:29:00,87.73,authorized,Card
P119978-1,119978,2024-12-02 20:58:00,13.15,refunded,Wire
P119979-1,119979,2024-12-02 11:09:00,140.58,captured,PayPal
P119980-1,119980,2024-12-02 13:02:00,241.48,authorized,Card
P119981-1,119981,2024-12-03 18:23:00,23.5,failed,Wire
P119982-1,119982,2024-12-03 04:25:00,89.9,authorized,PayPal
P119983-1,119983,2024-12-03 13:05:00,12.36,authorized,PayPal
P119984-1,119984,2024-12-02 22:23:00,25.73,captured,PayPal
P119985-1,119985,2024-12-01 08:19:00,8.78,failed,Wire
P119986-1,119986,2024-12-03 05:14:00,54.65,authorized,Card
P119987-1,119987,2024-12-03 12:02:00,100.11,refunded,Cash
P119988-1,119988,2024-11-30 08:39:00,86.72,captured,PayPal
P119989-1,119989,2024-12-03 01:26:00,114.1,refunded,Cash
P119990-1,119990,2024-12-02 03:58:00,67.15,captured,Cash
P119991-1,119991,2024-12-01 14:58:00,66.69,captured,Wire
P119992-1,119992,2024-12-01 07:07:00,51.25,refunded,PayPal
P119993-1,119993,2024-11-30 03:22:00,107.4,authorized,PayPal
P119994-1,119994,2024-12-02 06:27:00,36.06,captured,Card
P119995-1,119995,2024-11-30 05:28:00,22.59,captured,Card
P119996-1,119996,2024-12-03 01:34:00,85.75,refunded,Wire
P119997-1,119997,2024-12-03 11:05:00,117.85,failed,Wire
P119998-1,119998,2024-12-01 11:10:00,85.42,failed,Cash
P119999-1,119999,2024-11-30 20:22:00,154.4,failed,Cash
P120000-1,120000,2024-11-30 18:14:00,58.6,refunded,Wire
P120001-1,120001,2024-12-01 08:03:00,19.98,refunded,Wire
P120002-1,120002,2024-11-30 11:04:00,185.95,authorized,Wire
P120003-1,120003,2024-11-30 04:39:00,57.38,refunded,Card
P120004-1,120004,2024-12-01 14:14:00,21.95,authorized,Cash
P120005-1,120005,2024-12-01 06:53:00,43.86,failed,PayPal
P120006-1,120006,2024-11-30 20:12:00,157.77,failed,PayPal
P120006-2,120006,2024-12-02 23:12:00,3.01,authorized,Wire
P120007-1,120007,2024-12-01 00:15:00,144.77,refunded,Card
P120008-1,120008,2024-12-01 05:54:00,30.11,failed,PayPal
P120009-1,120009,2024-12-01 15:39:00,11.08,failed,Cash
P120010-1,120010,2024-12-03 02:57:00,24.15,captured,Wire
P120011-1,120011,2024-12-02 13:09:00,88.15,authorized,Cash
P120012-1,120012,2024-12-03 16:47:00,46.4,captured,Card
P120013-1,120013,2024-12-01 10:15:00,20.06,refunded,PayPal
P120013-2,120013,2024-12-02 01:15:00,16.04,failed,PayPal
P120014-1,120014,2024-12-03 14:28:00,5.77,captured,PayPal
P120015-1,120015,2024-12-03 06:42:00,131.98,refunded,Cash
P120016-1,120016,2024-12-02 16:11:00,36.75,failed,Cash
P120017-1,120017,2024-12-01 21:38:00,45.58,captured,Card
P120018-1,120018,2024-12-03 05:11:00,116.15,captured,Card
P120019-1,120019,2024-12-01 18:35:00,38.17,captured,Wire
P120020-1,120020,2024-12-03 17:27:00,8.52,authorized,PayPal
P120021-1,120021,2024-12-01 12:52:00,29.22,authorized,Wire
P120022-1,120022,2024-12-01 00:44:00,29.89,failed,Card
P120023-1,120023,2024-12-01 05:27:00,18.01,captured,Wire
P120024-1,120024,2024-12-02 06:12:00,40.75,refunded,PayPal
P120025-1,120025,2024-12-04 14:11:00,20.8,failed,Cash
P120026-1,120026,2024-12-03 20:18:00,39.25,authorized,PayPal
P120027-1,120027,2024-12-02 03:14:00,6.07,authorized,Wire
P120028-1,120028,2024-12-02 20:07:00,49.72,authorized,PayPal
P120029-1,120029,2024-12-02 10:21:00,22.78,refunded,PayPal
P120030-1,120030,2024-12-02 15:37:00,17.48,captured,PayPal
P120031-1,120031,2024-12-02 00:02:00,16.77,refunded,Wire
P120032-1,120032,2024-12-01 19:05:00,12.16,failed,Wire
P120033-1,120033,2024-12-03 02:38:00,22.15,failed,Card
P120034-1,120034,2024-12-02 02:15:00,11.33,captured,Cash
P120035-1,120035,2024-12-04 05:58:00,60.64,authorized,Cash
P120036-1,120036,2024-12-02 13:10:00,21.35,failed,PayPal
P120037-1,120037,2024-12-02 16:37:00,156.09,captured,Wire
P120038-1,120038,2024-12-04 15:56:00,127.03,captured,PayPal
P120039-1,120039,2024-12-04 01:00:00,35.16,captured,PayPal
P120040-1,120040,2024-12-03 11:19:00,9.69,failed,PayPal
P120041-1,120041,2024-12-03 18:18:00,59.6,failed,PayPal
P120041-2,120041,2024-12-01 11:18:00,97.41,refunded,PayPal
P120042-1,120042,2024-12-03 11:05:00,62.12,authorized,Card
P120043-1,120043,2024-12-02 06:15:00,50.21,refunded,Card
P120044-1,120044,2024-12-03 21:54:00,145.97,captured,PayPal
P120045-1,120045,2024-12-04 01:47:00,23.18,failed,Cash
P120046-1,120046,2024-12-02 10:16:00,87.08,captured,Card
P120047-1,120047,2024-12-02 10:25:00,122.77,failed,PayPal
P120049-1,120049,2024-12-03 17:33:00,32.18,captured,PayPal
P120050-1,120050,2024-12-02 04:09:00,65.22,refunded,Wire
P120051-1,120051,2024-12-03 03:23:00,92.72,authorized,PayPal
P120052-1,120052,2024-12-02 17:19:00,76.46,failed,Card
P120053-1,120053,2024-12-02 07:56:00,25.43,failed,Wire
P120054-1,120054,2024-12-02 16:27:00,57.58,authorized,PayPal
P120055-1,120055,2024-12-02 20:39:00,24.88,authorized,Card
P120056-1,120056,2024-12-02 16:08:00,50.61,failed,Wire
P120057-1,120057,2024-12-02 23:04:00,17.24,refunded,Wire
P120058-1,120058,2024-12-04 03:02:00,126.72,refunded,PayPal
P120059-1,120059,2024-12-03 00:29:00,25.32,captured,Card
P120060-1,120060,2024-12-01 15:37:00,75.5,refunded,Card
P120061-1,120061,2024-12-03 02:56:00,5.15,captured,Wire
P120062-1,120062,2024-12-03 15:38:00,24.32,authorized,Card
P120063-1,120063,2024-12-03 01:31:00,81.46,failed,PayPal
P120064-1,120064,2024-12-04 12:03:00,59.46,refunded,Wire
P120065-1,120065,2024-12-02 21:59:00,56.58,authorized,Wire
P120066-1,120066,2024-12-03 10:25:00,34.72,failed,Cash
P120067-1,120067,2024-12-02 19:30:00,215.37,authorized,PayPal
P120068-1,120068,2024-12-02 21:46:00,46.74,authorized,Wire
P120069-1,120069,2024-12-03 10:03:00,40.43,authorized,Cash
P120070-1,120070,2024-12-01 11:43:00,79.78,failed,Cash
P120071-1,120071,2024-12-02 16:49:00,43.46,failed,Cash
P120072-1,120072,2024-12-02 00:48:00,217.42,authorized,Wire
P120073-1,120073,2024-12-03 02:35:00,106.17,authorized,Wire
P120075-1,120075,2024-12-02 12:41:00,60.99,captured,Cash
P120076-1,120076,2024-12-02 04:33:00,16.93,failed,Card
P120077-1,120077,2024-12-01 15:55:00,65.39,authorized,Card
P120078-1,120078,2024-12-03 10:57:00,58.54,captured,Wire
P120079-1,120079,2024-12-02 09:23:00,40.45,authorized,Wire
P120080-1,120080,2024-12-04 06:09:00,16.23,refunded,Cash
P120081-1,120081,2024-12-02 03:39:00,159.44,captured,PayPal
P120082-1,120082,2024-12-03 13:30:00,89.35,captured,PayPal
P120083-1,120083,2024-12-03 18:37:00,4.09,refunded,PayPal
P120084-1,120084,2024-12-02 18:05:00,35.01,failed,Wire
P120085-1,120085,2024-12-03 10:29:00,41.22,captured,Cash
P120086-1,120086,2024-12-03 00:59:00,50.97,refunded,Card
P120087-1,120087,2024-12-04 14:45:00,66.2,failed,Card
P120088-1,120088,2024-12-05 16:40:00,10.37,captured,Wire
P120088-2,120088,2024-12-03 01:40:00,12.79,failed,Card
P120089-1,120089,2024-12-02 05:58:00,38.91,refunded,Wire
P120090-1,120090,2024-12-02 16:04:00,91.28,authorized,Card
P120091-1,120091,2024-12-03 02:57:00,20.16,authorized,PayPal
P120092-1,120092,2024-12-03 11:09:00,68.42,authorized,Cash
P120093-1,120093,2024-12-03 22:59:00,28.89,captured,PayPal
P120095-1,120095,2024-12-03 05:49:00,51.74,refunded,PayPal
P120096-1,120096,2024-12-05 09:52:00,11.21,authorized,Wire
P120097-1,120097,2024-12-04 09:55:00,83.27,captured,Cash
P120098-1,120098,2024-12-04 22:42:00,20.95,captured,PayPal
P120099-1,120099,2024-12-03 11:13:00,29.78,failed,PayPal
P120100-1,120100,2024-12-02 15:04:00,12.81,failed,Wire
P120101-1,120101,2024-12-03 11:56:00,51.11,refunded,Cash
P120102-1,120102,2024-12-03 19:52:00,82.62,refunded,Cash
P120103-1,120103,2024-12-03 08:32:00,15.24,captured,Cash
P120104-1,120104,2024-12-02 11:22:00,76.1,authorized,Wire
P120105-1,120105,2024-12-04 09:13:00,37.25,failed,Card
P120106-1,120106,2024-12-03 10:43:00,51.07,failed,Card
P120107-1,120107,2024-12-02 21:42:00,59.08,failed,Cash
P120108-1,120108,2024-12-03 02:00:00,128.72,captured,Wire
P120109-1,120109,2024-12-03 13:44:00,160.81,refunded,Wire
P120110-1,120110,2024-12-04 19:57:00,54.81,authorized,Card
P120111-1,120111,2024-12-05 02:43:00,40.81,failed,Wire
P120112-1,120112,2024-12-04 00:14:00,57.54,authorized,Cash
P120113-1,120113,2024-12-04 23:58:00,24.52,captured,Wire
P120114-1,120114,2024-12-04 11:02:00,40.36,authorized,PayPal
P120116-1,120116,2024-12-03 17:39:00,42.39,refunded,Wire
P120117-1,120117,2024-12-05 10:54:00,29.38,authorized,Cash
P120118-1,120118,2024-12-04 12:20:00,127.56,failed,PayPal
P120119-1,120119,2024-12-03 22:25:00,71.5,authorized,Cash
P120120-1,120120,2024-12-05 08:59:00,31.68,refunded,Wire
P120121-1,120121,2024-12-05 00:05:00,44.95,authorized,Cash
P120121-2,120121,2024-12-04 14:05:00,24.19,failed,Card
P120122-1,120122,2024-12-03 03:46:00,24.84,captured,Card
P120123-1,120123,2024-12-03 10:44:00,57.17,refunded,Card
P120124-1,120124,2024-12-04 23:08:00,35.47,captured,Card
P120125-1,120125,2024-12-02 13:55:00,156.68,refunded,PayPal
P120126-1,120126,2024-12-05 06:32:00,87.82,failed,PayPal
P120127-1,120127,2024-12-02 22:00:00,33.3,captured,Card
P120128-1,120128,2024-12-02 21:29:00,69.45,captured,PayPal
P120129-1,120129,2024-12-02 21:13:00,88.44,failed,Cash
P120130-1,120130,2024-12-03 18:16:00,32.42,authorized,Cash
P120131-1,120131,2024-12-04 08:46:00,70.35,captured,Wire
P120132-1,120132,2024-12-05 08:02:00,33.43,refunded,Wire
P120133-1,120133,2024-12-02 16:59:00,63.36,authorized,Wire
P120134-1,120134,2024-12-05 06:01:00,64.77,failed,PayPal
P120135-1,120135,2024-12-04 07:18:00,83.43,authorized,Cash
P120136-1,120136,2024-12-04 04:53:00,134.11,failed,PayPal
P120137-1,120137,2024-12-02 11:10:00,46.27,captured,PayPal
P120138-1,120138,2024-12-05 08:38:00,39.44,captured,Wire
P120139-1,120139,2024-12-02 10:05:00,24.97,authorized,Card
P120140-1,120140,2024-12-03 18:00:00,44.04,authorized,Cash
P120141-1,120141,2024-12-04 09:54:00,69.78,failed,Card
P120142-1,120142,2024-12-04 22:44:00,53.5,captured,Card
P120143-1,120143,2024-12-02 22:18:00,74.95,authorized,PayPal
P120144-1,120144,2024-12-04 21:45:00,29.06,captured,PayPal
P120145-1,120145,2024-12-02 22:13:00,34.35,failed,Card
P120146-1,120146,2024-12-04 00:50:00,58.42,captured,Cash
P120147-1,120147,2024-12-02 21:24:00,26.2,authorized,PayPal
P120148-1,120148,2024-12-03 10:50:00,116.92,refunded,Card
P120149-1,120149,2024-12-05 14:59:00,141.86,failed,Wire
P120150-1,120150,2024-12-04 19:59:00,98.62,captured,Card
P120151-1,120151,2024-12-06 06:05:00,18.08,refunded,Wire
P120152-1,120152,2024-12-05 03:29:00,50.39,failed,Card
P120153-1,120153,2024-12-04 05:55:00,47.75,captured,Wire
P120154-1,120154,2024-12-05 20:49:00,28.78,refunded,PayPal
P120155-1,120155,2024-12-04 00:52:00,23.28,captured,PayPal
P120156-1,120156,2024-12-04 06:41:00,83.77,refunded,Card
P120157-1,120157,2024-12-06 02:09:00,114.77,failed,PayPal
P120158-1,120158,2024-12-05 07:52:00,27.01,captured,Card
P120159-1,120159,2024-12-05 00:43:00,50.76,captured,Card
P120160-1,120160,2024-12-03 09:19:00,123.17,failed,PayPal
P120161-1,120161,2024-12-06 00:35:00,48.87,captured,Cash
P120162-1,120162,2024-12-03 19:29:00,58.36,refunded,Card
P120163-1,120163,2024-12-06 10:08:00,96.6,refunded,Wire
P120164-1,120164,2024-12-04 07:00:00,16.14,refunded,Wire
P120165-1,120165,2024-12-04 05:20:00,46.92,refunded,Wire
P120166-1,120166,2024-12-04 14:45:00,39.56,failed,PayPal
P120167-1,120167,2024-12-05 12:12:00,34.24,failed,Card
P120168-1,120168,2024-12-06 19:42:00,66.9,failed,Card
P120169-1,120169,2024-12-03 17:53:00,69.35,refunded,Card
P120170-1,120170,2024-12-06 02:33:00,76.37,failed,Card
P120171-1,120171,2024-12-04 09:02:00,11.32,captured,PayPal
P120172-1,120172,2024-12-06 09:05:00,3.39,captured,PayPal
P120173-1,120173,2024-12-04 12:37:00,136.4,authorized,PayPal
P120174-1,120174,2024-12-06 09:48:00,41.33,captured,Cash
P120175-1,120175,2024-12-05 12:34:00,16.23,refunded,Cash
P120176-1,120176,2024-12-04 04:15:00,38.69,authorized,Cash
P120177-1,120177,2024-12-04 08:35:00,81.69,captured,Cash
P120178-1,120178,2024-12-05 07:13:00,17.45,failed,Card
P120179-1,120179,2024-12-06 09:07:00,106.8,captured,PayPal
P120180-1,120180,2024-12-05 23:00:00,18.45,refunded,Card
P120181-1,120181,2024-12-06 09:51:00,45.67,authorized,Wire
P120182-1,120182,2024-12-06 11:47:00,2.98,captured,Cash
P120183-1,120183,2024-12-05 10:05:00,37.66,refunded,Wire
P120184-1,120184,2024-12-05 12:13:00,79.21,authorized,PayPal
P120185-1,120185,2024-12-03 03:27:00,150.79,refunded,PayPal
P120186-1,120186,2024-12-05 01:40:00,36.99,refunded,Cash
P120187-1,120187,2024-12-06 08:19:00,98.13,refunded,Wire
P120188-1,120188,2024-12-03 19:18:00,85.93,authorized,Card
P120189-1,120189,2024-12-05 21:17:00,31.52,captured,PayPal
P120190-1,120190,2024-12-03 15:49:00,46.4,refunded,Card
P120191-1,120191,2024-12-03 17:41:00,65.96,authorized,PayPal
P120192-1,120192,2024-12-04 23:54:00,26.3,captured,Card
P120193-1,120193,2024-12-03 23:28:00,84.99,authorized,Wire
P120194-1,120194,2024-12-04 14:28:00,183.29,captured,PayPal
P120195-1,120195,2024-12-05 02:34:00,60.93,refunded,Wire
P120196-1,120196,2024-12-03 20:27:00,29.28,failed,Wire
P120197-1,120197,2024-12-05 16:40:00,80.71,captured,Wire
P120198-1,120198,2024-12-06 14:53:00,73.1,refunded,Wire
P120199-1,120199,2024-12-04 20:07:00,67.21,refunded,Cash
P120200-1,120200,2024-12-06 17:19:00,139.26,captured,Cash
P120201-1,120201,2024-12-04 10:54:00,55.34,failed,Cash
P120202-1,120202,2024-12-05 06:17:00,26.51,captured,Wire
P120203-1,120203,2024-12-05 02:44:00,149.24,captured,Cash
P120204-1,120204,2024-12-04 02:04:00,111.81,authorized,Wire
P120205-1,120205,2024-12-05 03:44:00,44.28,refunded,Wire
P120206-1,120206,2024-12-06 05:36:00,39.89,refunded,Cash
P120207-1,120207,2024-12-03 19:05:00,39.81,refunded,PayPal
P120208-1,120208,2024-12-04 23:56:00,62.27,failed,Wire
P120209-1,120209,2024-12-04 05:43:00,60.95,captured,Cash
P120210-1,120210,2024-12-05 03:21:00,75.1,refunded,Card
P120211-1,120211,2024-12-06 00:32:00,77.67,refunded,Card
P120212-1,120212,2024-12-05 22:22:00,25.29,captured,Cash
P120213-1,120213,2024-12-04 04:12:00,30.82,authorized,Wire
P120214-1,120214,2024-12-03 06:29:00,82.6,captured,Cash
P120215-1,120215,2024-12-06 00:23:00,14.67,failed,PayPal
P120216-1,120216,2024-12-03 20:53:00,68.38,authorized,Card
P120217-1,120217,2024-12-05 09:41:00,111.5,failed,Wire
P120218-1,120218,2024-12-05 12:45:00,48.09,failed,Card
P120219-1,120219,2024-12-03 13:45:00,46.72,authorized,Cash
P120220-1,120220,2024-12-05 10:43:00,38.93,failed,Card
P120221-1,120221,2024-12-06 12:46:00,23.87,refunded,Wire
P120222-1,120222,2024-12-03 23:26:00,65.74,authorized,Wire
P120223-1,120223,2024-12-03 10:52:00,23.79,refunded,Wire
P120224-1,120224,2024-12-06 10:35:00,18.16,failed,Wire
P120225-1,120225,2024-12-07 22:36:00,7.58,authorized,Card
P120226-1,120226,2024-12-06 21:01:00,52.66,failed,Cash
P120227-1,120227,2024-12-04 13:17:00,226.88,refunded,Wire
P120228-1,120228,2024-12-07 12:32:00,65.02,failed,Wire
P120229-1,120229,2024-12-06 20:19:00,22.08,authorized,Wire
P120230-1,120230,2024-12-05 20:23:00,78.34,captured,PayPal
P120231-1,120231,2024-12-04 09:48:00,124.12,authorized,Cash
P120232-1,120232,2024-12-07 09:40:00,45.44,authorized,Wire
P120233-1,120233,2024-12-05 15:22:00,65.64,failed,Cash
P120234-1,120234,2024-12-05 11:01:00,38.44,failed,Cash
P120235-1,120235,2024-12-05 16:56:00,20.25,authorized,Card
P120236-1,120236,2024-12-06 23:01:00,181.64,failed,Cash
P120237-1,120237,2024-12-06 05:31:00,15.03,failed,Cash
P120238-1,120238,2024-12-07 03:02:00,56.44,refunded,Card
P120238-2,120238,2024-12-06 01:02:00,25.28,failed,Card
P120239-1,120239,2024-12-07 04:00:00,112.47,failed,Cash
P120240-1,120240,2024-12-05 06:11:00,16.94,refunded,Cash
P120242-1,120242,2024-12-05 03:57:00,45.16,authorized,Card
P120243-1,120243,2024-12-07 18:38:00,23.09,refunded,Cash
P120244-1,120244,2024-12-05 16:14:00,12.67,refunded,Wire
P120245-1,120245,2024-12-06 07:50:00,81.17,failed,Cash
P120246-1,120246,2024-12-07 05:12:00,31.45,captured,Card
P120246-2,120246,2024-12-07 13:12:00,38.47,failed,Card
P120247-1,120247,2024-12-05 13:35:00,45.1,refunded,PayPal
P120248-1,120248,2024-12-06 06:45:00,33.53,refunded,PayPal
P120249-1,120249,2024-12-06 19:02:00,60.24,refunded,Card
P120250-1,120250,2024-12-07 09:28:00,7.57,captured,Cash
P120251-1,120251,2024-12-06 22:38:00,56.4,refunded,Cash
P120252-1,120252,2024-12-04 20:06:00,78.92,refunded,PayPal
P120253-1,120253,2024-12-05 20:58:00,48.53,captured,Wire
P120254-1,120254,2024-12-05 08:44:00,81.63,authorized,Card
P120255-1,120255,2024-12-07 04:14:00,71.72,authorized,Card
P120256-1,120256,2024-12-06 01:06:00,42.75,authorized,Wire
P120257-1,120257,2024-12-04 15:11:00,41.33,captured,PayPal
P120258-1,120258,2024-12-05 14:17:00,45.25,failed,Card
P120259-1,120259,2024-12-05 00:40:00,109.19,captured,PayPal
P120260-1,120260,2024-12-04 16:05:00,11.93,captured,Cash
P120261-1,120261,2024-12-06 03:59:00,136.08,authorized,Cash
P120262-1,120262,2024-12-04 10:40:00,20.37,captured,Wire
P120263-1,120263,2024-12-06 05:23:00,49.54,failed,Card
P120264-1,120264,2024-12-06 15:26:00,32.26,refunded,Wire
P120264-2,120264,2024-12-05 16:26:00,72.36,captured,Wire
P120265-1,120265,2024-12-05 00:40:00,91.57,authorized,Card
P120266-1,120266,2024-12-07 01:45:00,25.49,failed,PayPal
P120267-1,120267,2024-12-05 02:22:00,65.37,authorized,Cash
P120268-1,120268,2024-12-04 20:24:00,26.45,captured,Cash
P120269-1,120269,2024-12-05 09:21:00,102.64,captured,PayPal
P120270-1,120270,2024-12-04 08:27:00,63.88,refunded,Card
P120271-1,120271,2024-12-04 22:44:00,59.62,refunded,Wire
P120272-1,120272,2024-12-04 10:43:00,56.31,failed,Wire
P120272-2,120272,2024-12-04 20:43:00,70.17,refunded,Wire
P120273-1,120273,2024-12-06 18:26:00,178.94,failed,Cash
P120274-1,120274,2024-12-05 19:59:00,56.53,refunded,Card
P120275-1,120275,2024-12-04 23:27:00,97.94,authorized,PayPal
P120276-1,120276,2024-12-04 21:15:00,43.3,authorized,Wire
P120277-1,120277,2024-12-06 15:30:00,75.32,authorized,Wire
P120278-1,120278,2024-12-06 20:26:00,29.86,captured,Wire
P120279-1,120279,2024-12-06 10:39:00,55.92,authorized,PayPal
P120280-1,120280,2024-12-07 02:15:00,30.85,captured,Cash
P120281-1,120281,2024-12-05 03:45:00,22.44,authorized,PayPal
P120282-1,120282,2024-12-06 02:12:00,51.53,refunded,Wire
P120283-1,120283,2024-12-04 07:04:00,23.19,captured,Wire
P120284-1,120284,2024-12-05 11:00:00,56.35,refunded,Wire
P120285-1,120285,2024-12-06 05:35:00,28.63,refunded,PayPal
P120286-1,120286,2024-12-05 20:35:00,138.19,authorized,Cash
P120287-1,120287,2024-12-04 21:15:00,209.0,refunded,Cash
P120288-1,120288,2024-12-06 06:53:00,14.15,authorized,Wire
P120289-1,120289,2024-12-05 12:14:00,45.52,authorized,Wire
P120291-1,120291,2024-12-07 00:51:00,65.05,captured,Card
P120292-1,120292,2024-12-06 10:39:00,50.63,authorized,Cash
P120293-1,120293,2024-12-06 12:29:00,61.38,refunded,Card
P120294-1,120294,2024-12-07 09:47:00,101.72,failed,Cash
P120295-1,120295,2024-12-06 18:51:00,54.73,authorized,Wire
P120296-1,120296,2024-12-07 06:20:00,1.76,authorized,Cash
P120297-1,120297,2024-12-08 13:57:00,3.42,refunded,Card
P120298-1,120298,2024-12-07 00:09:00,17.14,refunded,Cash
P120299-1,120299,2024-12-05 09:34:00,53.17,refunded,PayPal
P120300-1,120300,2024-12-07 06:15:00,53.8,authorized,Wire
P120301-1,120301,2024-12-07 18:17:00,51.77,refunded,PayPal
P120302-1,120302,2024-12-06 21:13:00,56.6,authorized,Card
P120304-1,120304,2024-12-07 05:11:00,56.83,failed,Card
P120305-1,120305,2024-12-06 22:16:00,54.22,captured,Wire
P120306-1,120306,2024-12-06 05:45:00,127.31,failed,Card
P120307-1,120307,2024-12-06 19:50:00,68.63,captured,Card
P120308-1,120308,2024-12-07 20:46:00,103.61,refunded,Card
P120309-1,120309,2024-12-07 23:55:00,110.27,authorized,PayPal
P120310-1,120310,2024-12-06 11:22:00,117.67,authorized,PayPal
P120311-1,120311,2024-12-05 22:51:00,110.67,failed,PayPal
P120312-1,120312,2024-12-05 20:45:00,60.88,refunded,PayPal
P120313-1,120313,2024-12-05 02:30:00,68.18,authorized,Wire
P120314-1,120314,2024-12-07 15:25:00,39.69,refunded,PayPal
P120315-1,120315,2024-12-06 01:31:00,64.32,authorized,Card
P120316-1,120316,2024-12-05 10:13:00,66.44,authorized,PayPal
P120317-1,120317,2024-12-06 15:55:00,55.24,captured,PayPal
P120318-1,120318,2024-12-06 23:33:00,22.78,authorized,Cash
P120319-1,120319,2024-12-06 16:12:00,22.04,authorized,Cash
P120320-1,120320,2024-12-07 23:01:00,31.71,refunded,Card
P120321-1,120321,2024-12-08 05:54:00,135.16,failed,Cash
P120322-1,120322,2024-12-06 14:23:00,113.47,failed,PayPal
P120323-1,120323,2025-04-26 14:00:00,18.31,captured,Card
P120324-1,120324,2024-12-07 09:30:00,8.6,failed,PayPal
P120325-1,120325,2024-12-07 08:18:00,142.98,refunded,PayPal
P120326-1,120326,2024-12-08 17:08:00,14.25,failed,Cash
P120327-1,120327,2024-12-07 13:30:00,32.11,refunded,PayPal
P120328-1,120328,2024-12-08 11:51:00,124.81,refunded,PayPal
P120329-1,120329,2024-12-06 07:55:00,12.74,authorized,PayPal
P120330-1,120330,2024-12-08 11:55:00,62.47,authorized,Wire
P120331-1,120331,2024-12-07 05:44:00,22.98,captured,Card
P120332-1,120332,2024-12-08 07:33:00,67.18,authorized,Wire
P120333-1,120333,2024-12-06 23:23:00,127.01,refunded,Cash
P120334-1,120334,2024-04-05 13:00:00,92.16,captured,PayPal
P120335-1,120335,2024-12-08 16:58:00,14.1,refunded,Card
P120336-1,120336,2024-12-07 20:40:00,27.97,captured,Wire
P120337-1,120337,2024-12-07 01:31:00,64.02,authorized,Card
P120338-1,120338,2024-12-07 17:50:00,91.48,refunded,Wire
P120339-1,120339,2024-12-06 01:29:00,55.47,authorized,Wire
P120340-1,120340,2024-12-06 22:11:00,81.42,refunded,PayPal
P120341-1,120341,2024-12-06 23:17:00,61.26,captured,Cash
P120342-1,120342,2024-12-06 20:03:00,58.0,captured,Cash
P120343-1,120343,2024-12-05 04:07:00,79.15,failed,PayPal
P120344-1,120344,2024-12-06 14:39:00,3.74,refunded,PayPal
P120345-1,120345,2024-12-07 22:43:00,196.29,captured,Cash
P120346-1,120346,2024-12-06 03:48:00,239.7,failed,Card
P120347-1,120347,2024-12-07 00:21:00,109.23,failed,Card
P120348-1,120348,2024-12-07 12:20:00,39.58,captured,PayPal
P120349-1,120349,2024-12-07 21:24:00,41.11,failed,Card
P120350-1,120350,2024-12-08 03:43:00,22.71,captured,Wire
P120351-1,120351,2024-12-07 07:11:00,109.91,authorized,Card
P120352-1,120352,2024-12-06 13:07:00,13.76,failed,Wire
P120352-2,120352,2024-12-08 02:07:00,47.77,authorized,Cash
P120353-1,120353,2024-12-07 23:24:00,55.5,captured,Card
P120354-1,120354,2024-12-07 22:00:00,49.85,refunded,Wire
P120355-1,120355,2024-12-08 15:59:00,43.26,captured,Wire
P120356-1,120356,2024-12-07 16:23:00,19.37,refunded,Card
P120357-1,120357,2024-12-05 16:47:00,35.13,captured,Wire
P120358-1,120358,2024-12-05 22:27:00,29.81,refunded,Card
P120359-1,120359,2024-12-06 19:06:00,37.31,authorized,PayPal
P120360-1,120360,2024-12-06 02:38:00,50.7,failed,Cash
P120361-1,120361,2024-12-06 13:02:00,8.19,captured,Cash
P120361-2,120361,2024-12-06 10:02:00,40.77,failed,Card
P120362-1,120362,2024-12-08 11:42:00,56.96,authorized,PayPal
P120363-1,120363,2024-12-08 02:35:00,21.09,authorized,Wire
P120364-1,120364,2024-12-05 23:14:00,19.14,captured,PayPal
P120365-1,120365,2024-12-06 13:49:00,19.67,authorized,Wire
P120366-1,120366,2024-12-09 17:44:00,31.32,authorized,Card
P120367-1,120367,2024-12-09 14:36:00,45.91,failed,Cash
P120368-1,120368,2024-12-08 00:26:00,141.41,authorized,PayPal
P120369-1,120369,2024-12-07 19:41:00,62.27,captured,Card
P120370-1,120370,2024-12-08 16:40:00,8.57,authorized,Cash
P120371-1,120371,2024-12-08 10:00:00,35.58,failed,PayPal
P120372-1,120372,2024-12-07 18:45:00,72.96,refunded,Wire
P120373-1,120373,2024-12-09 02:35:00,21.5,refunded,Cash
P120374-1,120374,2024-12-07 21:25:00,118.32,refunded,Card
P120375-1,120375,2024-12-07 00:59:00,50.38,failed,Cash
P120376-1,120376,2024-12-06 11:32:00,71.17,authorized,Card
P120377-1,120377,2024-12-06 10:14:00,49.55,captured,Cash
P120378-1,120378,2024-12-07 23:32:00,34.65,captured,Cash
